id,map_id,summary_polyline,start_latlng,end_latlng,location_city,date
12743131169,a12743131169,quasH{lyRGESc@MOQf@Yf@w@xBY`@Uj@ON_@tBDLHHBHC]Q@Yd@q@zAYd@w@hCQ~@KTMr@Ap@Mj@CT@\PlA~@fFn@xCZr@HBZ[BAFKTI^c@NKN?HXDD@JHLj@~Bl@nBLTnApEb@r@XZ\f@h@j@\j@v@hAPZHFBHHJ\DJET[PId@i@PK^_@PIh@Gf@_@PDz@hBL`@P\H^HJJ^Vf@RT@PRZn@p@Rd@`@f@Zf@Tl@RTNVHHH?NJHCd@Sd@]NOj@]Zo@JMpAwCp@qBFYrAmDbAeCZoAb@cA`@u@l@wAz@aCBSASM}@As@w@{AAUB[LSz@Iv@WTKtA[PKJQh@}ATe@ZgAXq@Ne@@Y?aAA_ACSWe@[]QGMBOEYUCGAKFqAAi@KoASaACYG}AOyCAyAGcAA}@Gs@?g@N]d@m@F]Eg@J}ADKTGDEL_@@KEu@?iDAOEKOG[JM@iAIg@DGEG?IFo@zAQXSd@m@n@Yp@OPSp@Wb@CXKf@CFONQXKXG\UXk@nAMJy@dAOLSDIFITKl@WVOPCJE@]KUMg@Qe@Ym@KIKS_@I[i@iACG?[ZaBJeAj@mCP}AJc@L_ACISM_@_@c@YmA{As@o@MSKCKH_@~@GTOJK?MGk@iACa@@a@As@FMJCF@`@ELIN_@Pu@?]Eo@I_@KGM@o@LwBHYJ{@H[Ja@Ri@NKHGLYfASdBEx@ObAW~@YfCe@vC}@vCs@pCUp@K^{@|BSTER,"[('root', [50.477302, 3.247426])]","[('root', [50.476833, 3.248523])]",,2024-10-25
12728653291,a12728653291,kaqlHilePJMLS@Ip@eAVi@Z]DAFHJFN@dBt@ZHJJ@JGV[^M^S\Sh@S`@uAhCoAtBsA`C{@pAo@u@IOaBuB_B}Bw@}@KUBUv@mA@ITc@t@wBDEr@gBl@kAXw@Vk@x@uCPe@NYhAwDF_@JYDEF?D@PPDB\?p@J^@JATM^I\ATGl@GNG^@JGNCFBHV@HQ~A?b@ENMhBOd@Oz@EvASzAEj@EVGLOhAGT]d@CJi@z@gA|BYj@GPIH,"[('root', [49.40860823728144, 2.8172821272164583])]","[('root', [49.40769377164543, 2.817125888541341])]",,2024-10-23
12710365309,a12710365309,c`qlHyhePLDDHp@hALAN[`@c@f@[BKf@}@La@LOJ_@NOLEN@FBDCPLPKRADHtAd@XNFBF?^RBD\J`@TNAZDPAP@HG@_DEQ@IGw@JwAEi@@c@I_ADuAAMEE@SAa@Dm@JUDs@AWB[Ii@@s@HYFg@A[LS|@i@^Yh@WLALGj@?DE`@IZWD@DCPELB|@QrAMNILCF@b@Sl@MVKl@GPIPAL@bAE@CIq@C}@CS@k@SiIMcAISYSMq@m@qA]qAeAmCWeAQSs@qCMWEQ[y@y@gBq@gAIUSaAUq@EEYEKIAGEUGiA[cAMo@y@eC{@_D[}@?GUg@YaAKc@EMGCAIM_@GaAE]IQGYMWKe@ASH_@AaAAGKGGOAa@@UAAG@Qh@MNK?y@aAU_@G_@@mCFi@BkDHiBA}@DkCDQAUDoA?y@JwB?g@B_@Em@Fg@?e@Aw@@e@CQGYc@Ws@\K?IBKJs@~@PKEJk@h@a@d@[b@Q`@YVMVeAtAOPaB~Bk@r@MTKHKVKH_@n@UTi@|@WVIRKH[l@WZOX[Zs@hAu@|@w@lAeApA[h@SPKRYXGJA~@]h@QJ_@j@_@`@_@p@wBnCMTUTQZQNc@n@}AjBs@bAUb@e@v@STU`@UT_@l@]b@SPa@j@Yd@{@hAKV[^QZUTaAhACXBPFFL@FRa@f@QNi@Xa@NODMLGNEP?FNHJHb@XJLf@~@`@j@L`@LXX^Nr@\|@ThALnABFJA@LEB@NHZT\Jb@ZxACXJTBNFHBHB\V~@T|ABFTZBH?NDN?NXhB@ZFPHJFTFZFDBJJFHHNT@HJHR`@LLLV^Zr@lAv@jA`@r@`Av@LFRFLALBLHF?XLLB\Rd@Df@b@j@XF@b@VNDX@\LNRNBRJ\TPRPFLHPDNN`@FXRNDf@TN?VLJHLTJHD?DIDANDDC^ZZFVR\LJFTF^P@HEDE^]|AWp@ALMV,"[('root', [49.408552162349224, 2.8171148244291544])]","[('root', [49.40866473130882, 2.817891826853156])]",,2024-10-21
12698985979,a12698985979,}`qlHijePd@l@LTDDBJj@z@NCPc@n@}@^w@Xg@DGLCDEl@cADGJ?NNF@LRH@L@XOJAVZXRb@LP@RLPFnAf@F@ZEF@R@HC@IRDBABBFZJVTDDCXLRF~@v@VD`Al@h@Vp@r@d@Np@X`AZf@\\Lh@\DDJ^JHv@Xl@^TJLBFC\HJMFYt@kADQDgAAaAMa@CeAEa@?YMgAAe@Iq@?_@G{AC_@?i@G{@Aw@Ko@?WEc@@[EeA@y@CYE_EI_FAM?cAIgAIwFG[K_C@c@GqAIi@YqAUg@W}@ScAOe@c@kA[e@Og@KQKi@M]O[Og@Yk@Ok@OYCUM]Su@aAyCEESk@IO{@cCEk@Sc@_@mAs@gB_@oAGi@[cA]aBU_@EUSe@W]e@kBaAwCEISIYCG@Gf@s@`IGHA`AGhAKjACHCXEX?h@GVEf@SdAGr@Av@Q~A,"[('root', [49.408563394099474, 2.8171830531209707])]","[('root', [49.40650739707053, 2.8323235362768173])]",,2024-10-20
12608690520,a12608690520,kaqlHejePPVXl@PVDNXZLVBZCJYZw@nAi@nAa@f@]t@IVKJIAOWSS_@g@GQg@m@_@m@WWWe@u@_AIOoA}A[e@e@y@KMQ_@s@gASq@oAkCCWSi@g@e@EI[{@S_@K]O{@_@aAHWVc@Rc@RMV]`AB\EJIHAZ@ZHb@Ef@?d@I\@`@EXNT@RCb@A~BSjAQ`@KbAKL@LED@LJPADG`@CXB^CDBX?~@DXEP?jAIf@K|@EBPMhAA^Gj@@JK\Ez@ETUpB?TKdBc@hDMj@Sf@aA~AeArB[t@SXOBOIeAqB,"[('root', [49.408532716333866, 2.817482454702258])]","[('root', [49.40822375938296, 2.8176066745072603])]",,2024-10-08
12574557467,a12574557467,kcqlHciePBs@h@GzBhEkA`CuBdFjErF~@bCeFjH_@pA?`@jBpE@Vu@nAa@T_@cAoA{ADp@bAz@lEvJPfADpBi@TsCA{Ba@sBwAC]YUk@d@m@fAw@CyAoBsDc@{@_@i@H[yAQOMZaDbBDZSTb@hDOn@mAv@q@I]qBC_BsEgYUiCuBcKcE_Iq@aCYsBM_@g@UgAiE_DoJi@_AM_BoEwIXy@~BwBGo@uB{GqCoGqAaEyJ}Vg@wAAcA]_Ah@W|@u@jDaULO?y@|AgIb@sDTCX|ApAjVXp@bAhI?b@eAtEjC~AbCzF~@~AzA_BxAi@pBkCHF^kAb@SpKyN^ZdJ_MTKbCsDvAyA|@}A`B~@l@GjA_Af@kAf@QhWrDTVj@g@Jn@h@R{@tHy@rLYrA]r@N`@C|@u@zDNd@Z@L`@hBnHtAjHd@nDtB~Wp@`@@hA~@bBnDjJdDbIfHdPEr@lEtKhc@dz@oA|Cc@BBh@mB|DkAxFeA`DHh@oFb]Yr@m@\ClAgGUaEoBs@bDEzKm@V{AmA{EsJwDkFaFsEsLeGiC_@}D}AiARmCeA}@GeBs@y@s@}Ai@aDqCWw@Fm@t@d@`@M~@sBMF_FoDBO]i@VwBYu@Bg@bDzCd@VHo@SQs@gHm@sCe@iAkAeAe@aAc@wEy@qDk@oAOoBQWkAaF{AiJ}BsG{FeLc@aByB_Fo@wBuAiCa@mA_AaAm@{CsAuDS_BaFyHGkAl@u@ZmArA{@rDsDJ}AvDeC[eBHm@e@kBvBoEfA~Bh@rCITEMm@`@@lA{@nCB~AU~ATh@?\aBtBvAbE?v@h@h@dA]Di@pAkCb@Xj@lAnDaAf@f@?fAW|ABvAnEh@b@s@l@t@rAf@j@_AhM?~IkAEj@mDlK^lBh@QpAv@nAXj@l@rDdA`F`C`ALrBlAR~APjGIlGTjTa@`@DdBSt@aD~ECf@aAbCBf@`JvHp@DTz@hIpGhFfF|BjB|@kBjAqAb@Pl@s@n@Mt@b@RIt@_CNw@oEyDuIiHmFsFkL}ICa@KEJQFREOHMKe@k@eBuDaBoAMaAg@wEaEkEgGiBeBgA}Bw@e@}BiDuBwBkEwI{@_CCo@]iA}BiFn@cAb@@bR`Ij@Ut@wBf@i@nByGnCF~Ga@D\eDnVeAvAeC|E_@nA_EtGICyHsKpG_Ox@NnDnBEj@sAbC,"[('root', [49.40862474963069, 2.817278355360031])]","[('root', [49.4084099214524, 2.818297343328595])]",,2024-10-04
12562867259,a12562867259,qhqlHgrePUd@SRu@pAcB|DORMM]s@s@eAMSK]WSWq@UY_AyBa@gAUEKI{A{DKEQd@W\[j@Qp@GvEJp@@Z@p@Ed@Bf@ChABJ@RETGpABPr@zARx@^h@^~@NNVb@DBf@c@fAaBf@m@FQd@i@P[VQT_@HGFQX_@DI@MAUECDGVBnAqCl@}Ah@cA~AwD@KESRQZo@p@}Bp@oBN_@LMLu@N]Da@HWF_@JWFgAFaAPsATeDFUN_ABwA`@mDJqBHi@AWBa@R}@LkBNqA?YRuBFsBLcABq@\wBIaAL]A[Ta@LeAJmAGs@?[BOFMPk@Py@D{@PuABq@NmCZ}B@o@Js@FoBLm@MUWGCIC[FYTi@?S[m@e@gAIY?WD_A?_@Hk@AS@G?a@FaCAYLcD?y@NeDDaCAYBSFmBAWDq@EKAa@UaAMw@AYFSPmAFQZWN@DK?y@LcAAu@D}@Jy@BkAAQHsA@e@H{@FuA?_@CiACQIWAc@VmCJaC?[XyE?wAF}BAsDb@{Cb@wBV}@v@uEl@cCZsBLg@RkB^oBRkB\yANaAf@_CNmAZoAh@cDVgADa@?Sb@sBJ}@^yAFg@@a@C[GSeA_BGWw@a@iAqAa@_@SKKQQI_@]MG?E]Y[e@i@i@[g@c@i@SS]O{@{@Wa@u@q@g@Y[e@]UcA]WYM[SSIAUi@w@i@GSs@uAy@SOWUKo@m@c@UAMGKUMaAiAYMy@u@[p@SlAKNCb@Md@Ap@Mh@KhAOb@O|@Gh@Ad@[z@IhACx@k@zCE^Oj@Cz@]lBAVc@vBOdA?\MbAK`@MxAIh@QdBGXKV[xBMd@Ip@[~@CXERDTObASr@[t@WbBMnCEXGr@SbAi@|Dm@pDEj@Q~@AZa@~CWrAi@lDQt@Ch@GZo@dC_@nCOn@MtAMd@Y~ASvAIbAk@|EeAzFQjA_@zDMr@EF]vCGRO~@Q~Ag@dCw@|FGt@Sn@Y`B_@nDY`BFfBAt@q@bEa@`D[`Bg@xDMj@mAdJ[vAIj@Cb@]tCAp@JZb@Vv@Df@Pp@f@b@PLP@Vg@lCSzBCbAL`@GHK^XbAu@xAa@d@CDA`@D^Rl@Lx@f@vB\z@Jf@N\XbABd@DVAPK`@@d@,"[('root', [49.40848636440933, 2.819543732330203])]","[('root', [49.41665821708739, 2.8248818311840296])]",,2024-10-03
12532617749,a12532617749,sbqlHqjePROH?JZFDVh@HHDLt@fAFBF?Ra@`@c@HQDGHC`@g@FWLSJKb@}@`@m@FHH@JBDAF@HFf@Xl@PPBLFh@Rv@`@h@NVLREn@C@GLC?]DO?a@C[@qAEk@@Y?aCAg@E[DsAC_@AaEBeAAuBLW@i@Ra@DEPGd@AbAWD_@Q}ACy@@UES@WGiAIs@SuCKeA@WI}@EoADE\KNSVQFAPIb@MPM`@MP?JEj@g@^QLCDGVM\Ml@]XG\a@RKBE?MMO[i@g@sAU}@KQMq@Uw@Wq@Oo@Uo@AKIKWq@o@}BUe@Y{@G]y@wCUi@ESIMUk@CUk@aBIOUk@C]Wi@K_@W_B_AaBYu@Ss@O[K_@SWIEE@CHGlAO`AMpBQpAAdAa@dEMz@E~@Kb@CZEFKt@C`CE\K^WhDCz@MjASt@Cd@Id@WdCKZAJEx@Mz@ClAEt@]vDGpA[~BKnBEVURG`AKp@Ep@ERQtCIn@KfBAFMPAJ?vAa@`AQv@O^Gb@IXS^Qt@_@bAId@F\b@d@nAj@x@XXP@HG\CJGBEHWx@Q^,"[('root', [49.40854218788445, 2.8171277325600386])]","[('root', [49.40835108049214, 2.8184551745653152])]",,2024-09-29
12515904766,a12515904766,q~plHyfePZn@CTINI\Ep@e@z@GB{BzDn@`BF@\XxApBb@b@l@|@`@TNRT`@f@b@RX\Vz@x@v@f@PPJFR@N^tD~CNF@HNLP?LSJEDAVPb@j@DR?d@BF`@\v@x@xAjA\^xAfAp@v@t@n@l@X\Zd@b@FTX\VR`@BNPJZTLx@p@XN\^n@\j@j@h@l@LD\\v@j@lAhAR^HH`Aj@TVd@RX\RJV\LD\\bB\\TvAD^J\RhBR\PhAXj@HVIRJf@HJFnBR?Ko@aAg@qAKKeAsBMMEKW]c@oAq@oASo@QO[u@e@o@_AcBo@aBOQk@gAOa@k@}@e@iAg@aAgAkBOc@w@}A}AoCeA}BECa@w@_@}@OOI[{@wAOO}@_BUq@Q]OO_@y@Ma@AYHa@AQR]`@sAPw@Cw@Iq@Dg@AkAa@sGAu@KmAS{NI{BIy@@_@E]AeBKy@AoAMcD?mBGiAA{AKyAIg@OYY{@Qs@Cc@I_@Sg@[kAM_@]e@Se@aAgD[w@[iAe@iAKc@oCgIe@cBKYQOq@_CMWEw@Y{@?a@WgA{AmEiBeEC]Fs@EaBEIKAIGEU@OAKS@AVITKDMAo@q@Uc@I]DoCHk@CwAJ_CHkHJkABqCH{@@}@Km@ASBq@Jk@?q@F}@CQSQ[EQJiCnDoApAILYTUZQLSd@w@|@c@t@kAzAQ\aDfEy@z@}@tAQP[h@]r@}@~@}@hAeCxDUXULKXgAtAo@bAAHw@pAm@t@Wb@y@`AGNALg@`@}@lAqA~AQ\YZOZi@l@aBvB]XKTsA`BONw@XKCMG][Sg@KOG?CBK^U`@GTEDa@OCMDa@FOAIFMN}@VoBr@mEFm@P_AXwCVqA?S`@yAHw@\{B?UNcACEA_@a@gBCa@q@aA]KsAq@cAMeALg@Vg@bBKrAB~@G^GPQFO\W|@OHGFMl@]~CIb@O\Gl@Qr@OxAO`AEt@O^Eh@WrAI|@Ob@GZA^WnAQ|A@XVJRT|@f@l@GNIRc@ZoBL]JGN@JL\LtAB|@^bAj@ZJT?l@ZT@NUJGFDDVDNF@Zg@fBqBx@mA~B{CTe@VWjAeBrBoCxAgBt@aAv@yA,"[('root', [49.40854746848345, 2.8171336837112904])]","[('root', [49.412744119763374, 2.8373306337743998])]",,2024-09-27
12460776025,a12460776025,sbbsHcwxRWvAAz@M|@@l@^dCn@zDb@pB`@z@LLH@FLNDp@{AHGFBTf@Z~@^t@Pf@Vz@FX^bAnAlEd@n@fAlAh@x@j@n@Vl@RTl@LD?ZUT[HEX]ZUNYF??HFCROnAk@HJPfA\`ALn@Zt@Hb@FNp@fAr@`Al@`AX^`@v@~@tALGtAkAxA_B^s@t@gBt@aCb@kA\oAP[bAiCRa@BS`@eApAiD|@sBJ{@Cq@?e@Gc@m@oAE]@[DODIHGh@?l@Ov@WLGp@OJELOvAkDFYHKZaADo@BaCAg@EOKK_@Oo@KSGOAKDQRaAnA}@pAI\k@rBStAOj@SfAK`@QPGRAR@JRn@P`@Nn@b@n@DN?f@Hp@Cf@EHBJ@@DEFe@DGF?FFBJV`BJnALn@@^?^Eb@]tB_@vAMVSPm@z@Ub@o@xAa@vAk@jCC\Ah@NxBAl@KXSV{@~AOFM?sA[s@Ec@Hc@b@G@EE_DiEaFaIq@}AQi@[yAQyA@WXuADk@Ha@AWE_@UcAHe@XeAVk@J]t@aD~@yCPY`BsAHQ?SCQSw@YyAAa@BWHQZ_@LERQPAv@a@FDJM@IAScA}DSo@e@w@EWIIO@GAa@^YCKDKE]eAWcAUs@?UN_@tAsB\U^a@J?n@e@LOR_@RC|@LTNd@`@@VEj@[bAUf@_@\WZ[l@gAdBgAt@YJGAQOYs@Q{@Ui@AWBKHSNOBWDKDEd@UN_@DUZa@@OQc@OSmBuAe@Y_@QMCc@FuBHi@Jw@HMCUFWXG@QCc@@UCy@FaAJIBUTGR,"[('root', [50.47745134681463, 3.2474054396152496])]","[('root', [50.47720827162266, 3.247696040198207])]",,2024-09-20
12378149132,a12378149132,obqlH{jeP^X\f@h@bAJHP\NDHCPc@b@m@T_@X[`AkB\u@?IGM{@Sm@_@_@Oc@WM?MJOTG@KJ_@|@}@dBCHDPl@v@h@~@n@x@L@DAPg@b@w@Zo@xAoCHS@IMC_@WSCy@]KAe@[MEG@YXUHy@zAQd@QXCR@Lv@bAP^t@lADFD@FEJa@f@q@Xk@l@aAFQn@}@FQAIQKMMSG]Q[AQM?CIKGAa@UOAk@n@c@z@e@v@Sb@AV@H`@f@|A`CNLJITk@TULSP_@Xg@?SBIX_@VY\{@u@_@WGc@Se@Mo@[IAG@MPCLS^w@pAGTIJKNAJBTVVjAxBR^LLDCVk@Z_@JY^a@l@qAPUFSV]BSCIGGOAy@Y_B{@O?_@\,"[('root', [49.40855534747243, 2.817191854119301])]","[('root', [49.407926788553596, 2.8189620282500982])]",,2024-09-10
12342251623,a12342251623,u~plHiqePT_@DGF@HHDLJH\@BFLFR@d@RL@f@RZHPLLDLJVHb@RnBbAp@VJHTDRLNB`@RJHBHB^Nb@NNJ@JIBa@DEFATXRLL?DJZJb@D~@`@ZP\Ln@\\Lb@VTFp@`@rAp@\L`@Vh@VZTF?b@Rh@Xb@ITSh@cAJ_@H_@@SQaBBeAEiAGg@CcBGgBGq@?UEu@E]?a@Eo@@g@I}C@YGuCBq@IyBBa@Ac@Ey@A}AE_@Ba@Io@C}@CUK]Eo@Cy@@k@Gw@CgBGcBCUQ_AUm@i@gBa@y@e@{A_@m@Sm@Oe@G_@GIMi@m@sBg@mAMg@g@yA_CoGQgASc@o@uBIQk@eBc@cAi@uBOYYcAOYG_@k@uAg@aB]s@EUKMG@GHG?EEGFKfAAh@OjBOx@Cp@EVQlDUtBA`@Il@Ad@UxACn@a@zDAf@?LPj@P|@FfADVh@~ANdAj@tBVr@FlBPdA`@|C^nEHzAd@rEB`@@~@TtBDx@ETI@EAEI[Qq@kASUOKs@{@cAyAu@{@IQMKYMq@eBgAyBQUI?EBITEX?pBQlB]nCS|CK^En@UfBAVFRAH[ZOt@M\_@~AeAvCg@fBAHHPj@Xl@`@l@Vp@N,"[('root', [49.40854906104505, 2.817329317331314])]","[('root', [49.40805612131953, 2.8194128908216953])]",,2024-09-06
12318931560,a12318931560,_aqlHojeP\h@DVVf@Ld@NPNBFCJMJU\g@Zm@NM\e@Zq@`@k@NYBQ?KKMo@YQCiA_@[UQEIDa@j@y@hBGNU`@IRAFRf@Nh@RRVl@TZDHPTF@FEPm@t@_A~@oBLOn@iAEa@]Am@Y_@]i@YSISAK?KHYp@YbA{@bBDXPVPn@R\Tj@Zb@N@HI^w@f@u@`AsBp@iA@IEEYIQWUI_@Wa@Ei@_@MCGBQZSPYz@{@fBGRFTJNDBBDBHLPJVT`@`@p@HJD@HADGJYV]f@_AN_@t@iAj@qA?IGUOAaCm@QK_@Kg@d@yAjDANBPTb@Tz@^j@FZLNL@HADEj@_ANSr@uAv@wATYLWGMUGc@UgCeAE?EBKTOHKLe@xAc@z@ETDJb@j@PZBJHJDVRb@NVNFBAl@iAHQV[FUV]\s@LMd@}@@KESQWEACBG?y@S}@[[QI?MFEJQHMN]bAs@vACRBR`@f@b@z@p@jAF@FGL_@b@g@b@}@vA{BRe@AIGEYIoAg@QEs@g@OEOB,"[('root', [49.40856305882335, 2.8172870725393295])]","[('root', [49.40782989375293, 2.819121452048421])]",,2024-09-03
12315484270,a12315484270,{~plHwpePP_@JMPTNJZDPLL@FDFAl@Zf@Jb@PFAXND?FBREDBt@b@l@RTDXNXJRDXLH@JFR@LEh@EDC@UIcA@o@A}AHAHDFCDsAImA@o@FiA@{ABe@E_BBg@Go@?{A@e@HK?_@De@TWXMvAUPEfFy@h@OR?FC^Aj@Kj@CbAWpAMPKLCX@BUKqAGYE}@MyC@i@Eo@Ay@YaB}BaH]s@MQwAqEgA_DMk@_@_Au@gCQ_@YcAOSI[Qg@EYk@eAYgAUgAW]W}@Ie@[m@I_@GIK]Wu@KM[}AMSWmA_@}@o@kBECW@E@ITEn@Kj@OtAErAw@pKSlBSbAAR?n@WzCA^GZEj@Mb@EXEt@@^EbA]rDMx@Er@Kr@E~@Kr@KnAI^MrBI^Cb@JZNR|@jBZhA\t@Nh@DDP@X`@~@dAfBlCd@t@BJp@j@Vb@@FA`@T^BXAjABh@AfAJpJ@pBCVBl@Cl@LzAAd@C`@EBGAMG[EEEU?a@S]GYMMAUKKKUIOBUC{@_@KI]QM?MEa@Y_A_@mA_@MISEGAEBINOf@,"[('root', [49.40857605077326, 2.8173924330621958])]","[('root', [49.40854319371283, 2.8179650846868753])]",,2024-09-03
12287306812,a12287306812,{~plHmcePGv@ITUd@u@jA_AdBANNRPf@FHHDPXB@VVj@|@`AhAZf@Rd@FFVBT^L\JBDNJJLBz@z@\VHJvAfAFJPFT`@tArAVLjAz@JDF?JGR[FJHFL?LHZb@D^Bj@HLbAt@x@v@dAx@JNvB`BHLj@d@LPd@XDBJA@OHW\m@L_@TYDQn@qAFM@]VQXWVc@l@u@dBcDh@k@Zk@p@yAXc@LEBGEMEIUEKG]a@IQo@e@]]IKCW[c@CKa@k@Sc@AK?UHg@Ba@b@oAXm@Ri@F]@e@CcAMsA@KEiAEWBa@?wAAW@_BC_AKiACgAOeAIoBAe@BsAEqAE_A?]CSK[MkAIuABWA{@QwC?[G}ACUBeAEe@AiAI_B@yACi@Ia@s@uBAMIc@iAeCUa@u@_Co@cBSs@KWKg@g@uAmAqDYm@_@oACQSe@k@iBECWo@c@{Ai@mAUw@Co@u@gCSe@KMW{@Ow@KSSaAKWg@o@W{@SCOGIJEV?XC|@c@hDCp@?|@YrCOnAEj@?b@KrBIb@IlAIZGh@W`AGLI`@@rAGnBYrAG`AK`@CRCl@WbB[dCItAGvCQpA?r@O|@Md@An@Ot@KjB?\QzAAd@m@dGIdBCHMJKPUrA}@jCEVYjA]t@K`@,"[('root', [49.408506732434034, 2.817412381991744])]","[('root', [49.40900235436857, 2.8201375901699066])]",,2024-08-31
12247940574,a12247940574,esplHcmeP`Af@zB~@bAf@NL@FAVLTDP@|@CfCBvBCLJlB?dACLB`DAtB@`BH`A@fGE?UPGPF`ABNAPAHKDGHiA|Bq@x@WVk@`AG@O^g@l@{@lAYZOTGD[b@ULCF@FCLOHEHOJg@ZWFIHEAMM_@q@@OEq@Ou@]cA_@y@g@k@a@}@W[Sk@o@qA]wASc@c@i@S[Sg@ESa@u@]k@[YQg@OY{AsBUy@OU{@eAKOYs@{@eAsB{DMACDgAjBQb@s@jAOb@KLQb@EN[ZKDYTE?Wh@CHGJIDIQEA]DGG]eASg@OQ[s@IIw@}Aa@m@K]eAgCe@{@m@iBqByEaAkCOOQi@o@yAiA{AIS[wAO]k@wBy@aCGg@c@s@IIc@_Aa@s@sAqBOc@Qu@Iw@Fe@G]Y_AwBsGsAuDg@iACME_@m@}AQs@Cg@YgAc@mA_@y@g@uASe@Oc@]s@Gg@I]@QPGfAcA|E}FLCJBHGHa@HY?[J]HOPu@O{BIo@@k@Es@@y@Ic@S}DOmBAk@?m@IeAAaAG}@?OUwAEoAIqBGaCMuA?a@[}BBQIk@Au@EOGeAOkBIc@I}BI}AA[BYTCRHFDPXLFBIHEbAe@|BuAb@_@dB_AVUvA{@`@M\QHCh@a@PGp@e@RI^[VMREf@]XW\Q^WRSPIZYr@e@^APO|@e@VSdAs@PS\S~@s@f@Wj@Sr@m@z@_@T[n@[FIDAJQZE^OHEHKPG`@YREl@i@d@[bAcAVMf@[v@Wh@ThA@NBBHPRd@v@f@^fAdAl@NHZPPVPLR\Z`@l@f@l@b@Z|@lA|@~@PJNNXNdAlAVNl@r@tId`ALV?HDNRd@Nh@?Hj@fBZnAR\n@rB`@`A\jA`@bA~@dDHNl@dBVp@Pv@j@tAJf@Xz@bBlEF\f@zALj@Zx@XdAP^nA~DD^HvCPfCBrAF|@C`@DrB?fBZnGAv@Dd@HfEHr@DfELvALfCJpADjAAj@JjBDP@hAK^]`@s@`ACDG?Uk@_@k@y@F{@KYOgBq@_Ac@e@OaD_Bc@Mm@a@g@Ma@Ue@QK?IJERO@EAQQMWCa@GEa@Wk@WQMYMWUy@[_@Ua@M,"[('root', [49.4085483904928, 2.8173156548291445])]","[('root', [49.40863539464772, 2.8182489797472954])]",,2024-08-26
12240689910,a12240689910,csplHcmePBDTHLH\HJFFFdBt@dAf@HP?NBXFFN?ZQ\?t@^z@h@bDtAvAt@f@N~@f@lAf@BDb@TZNH?fAn@LFF@LED?THD?JMRc@l@}@FcAGiD@KAIAgBEa@GiDIgA@}@MsA?u@Ge@A_AQoC?k@IwACaBYmHAsBKaBIa@?sBOkEOe@I_@Yw@S{@m@eBk@{AGUIOQs@c@wAO]Qs@o@aB_AsC]y@Oi@Sc@EWSg@EWQWYuAUc@Ia@Uw@a@aAYcA[}@mAiEGMK]OYSo@IQMg@EEYeAQe@[uAY[WGO?CHKh@?HK`@qA|PKz@Mh@Cl@Ij@?z@,"[('root', [49.408546378836036, 2.817358737811446])]","[('root', [49.40694057382643, 2.8295298479497433])]",,2024-08-25
12179373351,a12179373351,atrdGj`AQb@Kj@QZEFu@\UTQBa@b@AFG@OCUIUAsAJa@NBAe@LSH_@b@YL]@MCECGQKcAKQ[IIEU?cB\MJMj@ILc@ReA|@Uh@Mv@M^KRYPWTLGLQDe@L[RkAPYHUJa@AAI?g@RUTWd@SPMXQHGEIU@Sb@{@l@aAb@kADa@Cm@E]Si@Qq@KMKi@QSGAKAQIm@IK@k@I[Ce@IE?iAQYSO[Mg@U[m@eAEMc@o@Ys@}@eBQSe@iAU_@[_@c@cAQYSg@g@g@{@oBYc@IQMu@SCU]Qc@Ie@g@i@]y@IY]]KUKa@B?D]b@{@\_@NKPWTUHa@f@w@LKJBLVNF\ZBJb@RFP@JGz@FRDBZBLDDHb@QRc@\?PDR@XFp@ZRFH?TJR@f@XPBb@Av@NTbABT?JDZPf@V^Dx@f@tA@JEZAb@Hn@@^Rh@Vb@BR\p@H\Rb@F^Xb@DLAPEFUJYFY?C@MHSTOVCXMVEj@?JBBL@FCNUFE`@CNBL?HEHWHC^JHGTa@TKPQN@XGH?XEJEXa@VAJCT@LAV?RDh@Cl@NN`@`@HFAl@S^FPHJ@h@GP@`@A\FXAt@QR?@GHOF?VMPUd@YNQNKDIHEV?PQN]Hm@L[DQDg@FWVo@HKF?\HNCRBPAhAJd@NRRP?t@Gd@QHGl@@l@SVAJMHSTWJ_@JORKRBb@PJARMPGZWV[LEN@XFTH`@DNFLT?RMn@Ob@MPEh@[~@s@hAe@Zk@j@c@\]JULq@z@IDa@d@}@t@YNS\@NBDN@\AVGv@_AZWf@SXIZYb@SLE,"[('root', [42.86289288662374, -0.010458268225193024])]","[('root', [42.85928095690906, -0.007459055632352829])]",,2024-08-18
